CARRIER,DEST,DISTANCE,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,Flight Status,DEP_DELAY
RU,EWR,199,DCA,0,4,8,ontime,0
RU,EWR,199,DCA,0,4,8,ontime,2
OH,JFK,184,BWI,0,5,9,ontime,0
DH,JFK,213,DCA,0,5,9,ontime,0
DH,LGA,229,IAD,0,5,9,ontime,12
DH,LGA,229,IAD,0,5,9,delayed,153
DH,LGA,229,IAD,0,5,9,delayed,391
DH,LGA,229,IAD,0,5,9,ontime,14
DH,LGA,229,IAD,0,5,9,delayed,74
DH,LGA,229,IAD,0,5,9,ontime,66
DH,JFK,228,IAD,0,5,9,delayed,0
DH,JFK,228,IAD,0,5,9,ontime,0
DH,JFK,228,IAD,0,5,9,ontime,0
DH,JFK,228,IAD,0,5,9,ontime,0
DH,JFK,228,IAD,0,5,9,ontime,0
DH,JFK,228,IAD,0,5,9,ontime,0
DH,JFK,228,IAD,0,5,9,ontime,7
DL,JFK,213,DCA,0,5,9,ontime,51
DL,LGA,214,DCA,0,5,9,ontime,0
DL,LGA,214,DCA,0,5,9,delayed,0
DL,LGA,214,DCA,0,5,9,ontime,2
DL,LGA,214,DCA,0,5,9,ontime,0
DL,LGA,214,DCA,0,5,9,ontime,2
DL,LGA,214,DCA,0,5,9,ontime,1
DL,LGA,214,DCA,0,5,9,ontime,0
DL,LGA,214,DCA,0,5,9,ontime,0
DL,LGA,214,DCA,0,5,9,ontime,2
DL,LGA,214,DCA,0,5,9,ontime,0
DL,LGA,214,DCA,0,5,9,ontime,3
DL,LGA,214,DCA,0,5,9,ontime,5
DL,LGA,214,DCA,0,5,9,ontime,0
DL,LGA,214,DCA,0,5,9,ontime,1
DL,LGA,214,DCA,0,5,9,ontime,0
MQ,JFK,213,DCA,0,5,9,ontime,5
MQ,JFK,213,DCA,0,5,9,ontime,0
MQ,JFK,213,DCA,0,5,9,delayed,21
MQ,LGA,214,DCA,0,5,9,delayed,43
MQ,LGA,214,DCA,0,5,9,ontime,0
MQ,LGA,214,DCA,0,5,9,delayed,41
MQ,LGA,214,DCA,0,5,9,ontime,0
MQ,LGA,214,DCA,0,5,9,ontime,0
MQ,LGA,214,DCA,0,5,9,ontime,3
MQ,LGA,214,DCA,0,5,9,delayed,18
MQ,LGA,214,DCA,0,5,9,ontime,0
MQ,LGA,214,DCA,0,5,9,delayed,16
UA,LGA,229,IAD,0,5,9,delayed,54
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,2
US,LGA,214,DCA,0,5,9,ontime,0
US,LGA,214,DCA,0,5,9,ontime,0
RU,EWR,169,BWI,0,5,9,ontime,0
RU,EWR,169,BWI,0,5,9,ontime,0
RU,EWR,169,BWI,0,5,9,delayed,78
RU,EWR,169,BWI,0,5,9,ontime,0
CO,EWR,199,DCA,0,5,9,ontime,0
CO,EWR,199,DCA,0,5,9,ontime,0
CO,EWR,199,DCA,0,5,9,ontime,0
CO,EWR,199,DCA,0,5,9,ontime,0
DH,EWR,213,IAD,0,5,9,ontime,0
DH,EWR,213,IAD,0,5,9,ontime,0
DH,EWR,213,IAD,0,5,9,ontime,0
DH,EWR,213,IAD,0,5,9,ontime,1
DH,EWR,213,IAD,0,5,9,ontime,0
DH,EWR,213,IAD,0,5,9,ontime,0
RU,EWR,199,DCA,0,5,9,ontime,0
RU,EWR,199,DCA,0,5,9,ontime,1
RU,EWR,199,DCA,0,5,9,ontime,0
RU,EWR,213,IAD,0,5,9,delayed,0
RU,EWR,213,IAD,0,5,9,ontime,0
RU,EWR,213,IAD,0,5,9,ontime,0
RU,EWR,213,IAD,0,5,9,ontime,0
RU,EWR,199,DCA,0,5,9,ontime,0
RU,EWR,199,DCA,0,5,9,ontime,0
RU,EWR,213,IAD,0,5,9,ontime,0
RU,EWR,199,DCA,0,5,9,ontime,0
OH,JFK,184,BWI,0,6,10,ontime,0
DH,JFK,213,DCA,0,6,10,delayed,0
DH,LGA,229,IAD,0,6,10,ontime,0
DH,LGA,229,IAD,0,6,10,ontime,0
DH,LGA,229,IAD,0,6,10,ontime,10
DH,JFK,228,IAD,0,6,10,delayed,78
DH,JFK,228,IAD,0,6,10,delayed,63
DH,JFK,228,IAD,0,6,10,ontime,0
DH,JFK,228,IAD,0,6,10,ontime,0
DH,JFK,228,IAD,0,6,10,ontime,6
DH,JFK,228,IAD,0,6,10,ontime,0
DL,JFK,213,DCA,0,6,10,delayed,50
DL,LGA,214,DCA,0,6,10,ontime,0
DL,LGA,214,DCA,0,6,10,ontime,2
DL,LGA,214,DCA,0,6,10,ontime,0
DL,LGA,214,DCA,0,6,10,ontime,0
DL,LGA,214,DCA,0,6,10,ontime,0
DL,LGA,214,DCA,0,6,10,ontime,0
DL,LGA,214,DCA,0,6,10,ontime,0
DL,LGA,214,DCA,0,6,10,ontime,1
MQ,JFK,213,DCA,0,6,10,ontime,0
MQ,JFK,213,DCA,0,6,10,delayed,0
MQ,JFK,213,DCA,0,6,10,ontime,0
MQ,LGA,214,DCA,0,6,10,ontime,0
MQ,LGA,214,DCA,0,6,10,ontime,9
UA,LGA,229,IAD,0,6,10,ontime,0
US,LGA,214,DCA,0,6,10,ontime,0
US,LGA,214,DCA,0,6,10,ontime,0
US,LGA,214,DCA,0,6,10,ontime,0
US,LGA,214,DCA,0,6,10,ontime,0
US,LGA,214,DCA,0,6,10,ontime,0
US,LGA,214,DCA,0,6,10,ontime,0
US,LGA,214,DCA,0,6,10,ontime,0
RU,EWR,169,BWI,0,6,10,ontime,3
RU,EWR,169,BWI,0,6,10,ontime,0
RU,EWR,169,BWI,0,6,10,ontime,0
RU,EWR,169,BWI,0,6,10,ontime,0
CO,EWR,199,DCA,0,6,10,ontime,0
DH,EWR,213,IAD,0,6,10,ontime,66
DH,EWR,213,IAD,0,6,10,ontime,0
DH,EWR,213,IAD,0,6,10,ontime,10
DH,EWR,213,IAD,0,6,10,ontime,0
RU,EWR,213,IAD,0,6,10,ontime,0
RU,EWR,213,IAD,0,6,10,ontime,0
RU,EWR,199,DCA,0,6,10,ontime,0
RU,EWR,213,IAD,0,6,10,ontime,0
RU,EWR,199,DCA,0,6,10,ontime,0
RU,EWR,199,DCA,0,6,10,ontime,0
RU,EWR,199,DCA,0,6,10,ontime,0
RU,EWR,199,DCA,0,6,10,ontime,0
OH,JFK,184,BWI,0,7,11,ontime,0
DH,JFK,213,DCA,0,7,11,ontime,0
DH,LGA,229,IAD,0,7,11,ontime,59
DH,LGA,229,IAD,0,7,11,ontime,45
DH,LGA,229,IAD,0,7,11,ontime,0
DH,LGA,229,IAD,0,7,11,ontime,0
DH,JFK,228,IAD,0,7,11,ontime,0
DH,JFK,228,IAD,0,7,11,ontime,0
DH,JFK,228,IAD,0,7,11,delayed,78
DH,JFK,228,IAD,0,7,11,ontime,0
DH,JFK,228,IAD,0,7,11,ontime,0
DH,JFK,228,IAD,0,7,11,delayed,35
DH,JFK,228,IAD,0,7,11,ontime,17
DL,JFK,213,DCA,0,7,11,delayed,1
DL,LGA,214,DCA,0,7,11,ontime,0
DL,LGA,214,DCA,0,7,11,ontime,0
DL,LGA,214,DCA,0,7,11,ontime,0
DL,LGA,214,DCA,0,7,11,ontime,1
DL,LGA,214,DCA,0,7,11,ontime,0
DL,LGA,214,DCA,0,7,11,ontime,0
DL,LGA,214,DCA,0,7,11,ontime,0
DL,LGA,214,DCA,0,7,11,ontime,0
DL,LGA,214,DCA,0,7,11,ontime,2
DL,LGA,214,DCA,0,7,11,ontime,12
DL,LGA,214,DCA,0,7,11,ontime,0
DL,LGA,214,DCA,0,7,11,ontime,2
MQ,JFK,213,DCA,0,7,11,ontime,0
MQ,JFK,213,DCA,0,7,11,ontime,0
MQ,JFK,213,DCA,0,7,11,ontime,0
MQ,JFK,213,DCA,0,7,11,delayed,185
MQ,LGA,214,DCA,0,7,11,delayed,0
MQ,LGA,214,DCA,0,7,11,ontime,0
MQ,LGA,214,DCA,0,7,11,ontime,0
MQ,LGA,214,DCA,0,7,11,ontime,0
UA,LGA,229,IAD,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,2
US,LGA,214,DCA,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,0
US,LGA,214,DCA,0,7,11,ontime,2
US,LGA,214,DCA,0,7,11,ontime,0
RU,EWR,169,BWI,0,7,11,ontime,16
RU,EWR,169,BWI,0,7,11,ontime,0
RU,EWR,169,BWI,0,7,11,ontime,0
RU,EWR,169,BWI,0,7,11,ontime,0
CO,EWR,199,DCA,0,7,11,ontime,0
CO,EWR,199,DCA,0,7,11,ontime,0
CO,EWR,199,DCA,0,7,11,ontime,0
DH,EWR,213,IAD,0,7,11,ontime,0
DH,EWR,213,IAD,0,7,11,ontime,0
DH,EWR,213,IAD,0,7,11,ontime,0
DH,EWR,213,IAD,0,7,11,ontime,0
DH,EWR,213,IAD,0,7,11,delayed,101
RU,EWR,199,DCA,0,7,11,ontime,0
RU,EWR,213,IAD,0,7,11,ontime,0
RU,EWR,213,IAD,0,7,11,ontime,0
RU,EWR,199,DCA,0,7,11,ontime,0
RU,EWR,199,DCA,0,7,11,ontime,0
RU,EWR,199,DCA,0,7,11,ontime,0
RU,EWR,213,IAD,0,7,11,ontime,1
RU,EWR,213,IAD,0,7,11,ontime,0
OH,JFK,184,BWI,0,1,12,ontime,0
DH,JFK,213,DCA,0,1,12,ontime,0
DH,LGA,229,IAD,0,1,12,ontime,0
DH,LGA,229,IAD,0,1,12,ontime,0
DH,LGA,229,IAD,0,1,12,ontime,0
DH,LGA,229,IAD,0,1,12,ontime,0
DH,LGA,229,IAD,0,1,12,delayed,1
DH,LGA,229,IAD,0,1,12,ontime,0
DH,JFK,228,IAD,0,1,12,ontime,0
DH,JFK,228,IAD,0,1,12,ontime,0
DH,JFK,228,IAD,0,1,12,delayed,80
DH,JFK,228,IAD,0,1,12,ontime,0
DH,JFK,228,IAD,0,1,12,ontime,0
DH,JFK,228,IAD,0,1,12,ontime,0
DL,JFK,213,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,ontime,3
DL,LGA,214,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,delayed,74
DL,LGA,214,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,ontime,1
DL,LGA,214,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,ontime,2
DL,LGA,214,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,ontime,0
DL,LGA,214,DCA,0,1,12,ontime,0
MQ,JFK,213,DCA,0,1,12,ontime,0
MQ,JFK,213,DCA,0,1,12,ontime,0
MQ,JFK,213,DCA,0,1,12,ontime,0
MQ,LGA,214,DCA,0,1,12,delayed,0
MQ,LGA,214,DCA,0,1,12,ontime,0
MQ,LGA,214,DCA,0,1,12,ontime,0
MQ,LGA,214,DCA,0,1,12,ontime,0
MQ,LGA,214,DCA,0,1,12,ontime,0
MQ,LGA,214,DCA,0,1,12,ontime,0
MQ,LGA,214,DCA,0,1,12,ontime,0
MQ,LGA,214,DCA,0,1,12,ontime,0
MQ,LGA,214,DCA,0,1,12,ontime,3
UA,LGA,229,IAD,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,delayed,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,delayed,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,delayed,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,ontime,0
US,LGA,214,DCA,0,1,12,ontime,0
RU,EWR,169,BWI,0,1,12,ontime,0
RU,EWR,169,BWI,0,1,12,delayed,54
RU,EWR,169,BWI,0,1,12,ontime,0
RU,EWR,169,BWI,0,1,12,ontime,10
CO,EWR,199,DCA,0,1,12,ontime,0
CO,EWR,199,DCA,0,1,12,ontime,0
CO,EWR,199,DCA,0,1,12,delayed,2
CO,EWR,199,DCA,0,1,12,ontime,0
DH,EWR,213,IAD,0,1,12,ontime,0
DH,EWR,213,IAD,0,1,12,ontime,0
DH,EWR,213,IAD,0,1,12,delayed,114
DH,EWR,213,IAD,0,1,12,ontime,0
DH,EWR,213,IAD,0,1,12,ontime,0
DH,EWR,213,IAD,0,1,12,ontime,0
RU,EWR,199,DCA,0,1,12,ontime,0
RU,EWR,199,DCA,0,1,12,ontime,0
RU,EWR,199,DCA,0,1,12,ontime,0
RU,EWR,213,IAD,0,1,12,ontime,0
RU,EWR,213,IAD,0,1,12,ontime,0
RU,EWR,199,DCA,0,1,12,ontime,0
RU,EWR,213,IAD,0,1,12,ontime,0
RU,EWR,199,DCA,0,1,12,ontime,6
RU,EWR,199,DCA,0,1,12,ontime,0
RU,EWR,213,IAD,0,1,12,ontime,0
RU,EWR,213,IAD,0,1,12,ontime,0
OH,JFK,184,BWI,0,2,13,ontime,0
DH,JFK,213,DCA,0,2,13,ontime,0
DH,LGA,229,IAD,0,2,13,ontime,0
DH,LGA,229,IAD,0,2,13,delayed,207
DH,LGA,229,IAD,0,2,13,ontime,4
DH,LGA,229,IAD,0,2,13,delayed,15
DH,LGA,229,IAD,0,2,13,ontime,0
DH,JFK,228,IAD,0,2,13,ontime,0
DH,JFK,228,IAD,0,2,13,ontime,0
DH,JFK,228,IAD,0,2,13,ontime,0
DH,JFK,228,IAD,0,2,13,ontime,0
DH,JFK,228,IAD,0,2,13,ontime,0
DH,JFK,228,IAD,0,2,13,ontime,5
DH,JFK,228,IAD,0,2,13,delayed,32
DL,JFK,213,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,ontime,1
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,delayed,4
DL,LGA,214,DCA,0,2,13,ontime,3
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,ontime,0
DL,LGA,214,DCA,0,2,13,delayed,0
MQ,JFK,213,DCA,0,2,13,ontime,0
MQ,JFK,213,DCA,0,2,13,ontime,0
MQ,JFK,213,DCA,0,2,13,delayed,21
MQ,LGA,214,DCA,0,2,13,ontime,0
MQ,LGA,214,DCA,0,2,13,ontime,0
MQ,LGA,214,DCA,0,2,13,ontime,0
MQ,LGA,214,DCA,0,2,13,ontime,0
MQ,LGA,214,DCA,0,2,13,ontime,0
MQ,LGA,214,DCA,0,2,13,ontime,1
MQ,LGA,214,DCA,0,2,13,ontime,0
MQ,LGA,214,DCA,0,2,13,delayed,100
MQ,LGA,214,DCA,0,2,13,delayed,111
MQ,LGA,214,DCA,0,2,13,delayed,107
UA,LGA,229,IAD,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,delayed,0
US,LGA,214,DCA,0,2,13,ontime,6
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
US,LGA,214,DCA,0,2,13,ontime,0
RU,EWR,169,BWI,0,2,13,ontime,0
RU,EWR,169,BWI,0,2,13,delayed,111
RU,EWR,169,BWI,0,2,13,ontime,0
RU,EWR,169,BWI,0,2,13,delayed,82
CO,EWR,199,DCA,0,2,13,ontime,0
CO,EWR,199,DCA,0,2,13,delayed,86
CO,EWR,199,DCA,0,2,13,delayed,24
CO,EWR,199,DCA,0,2,13,ontime,0
DH,EWR,213,IAD,0,2,13,ontime,0
DH,EWR,213,IAD,0,2,13,ontime,0
DH,EWR,213,IAD,0,2,13,ontime,0
DH,EWR,213,IAD,0,2,13,ontime,0
DH,EWR,213,IAD,0,2,13,ontime,0
DH,EWR,213,IAD,0,2,13,delayed,310
RU,EWR,213,IAD,0,2,13,ontime,0
RU,EWR,213,IAD,0,2,13,ontime,0
RU,EWR,213,IAD,0,2,13,ontime,0
RU,EWR,213,IAD,0,2,13,ontime,0
RU,EWR,199,DCA,0,2,13,ontime,0
RU,EWR,213,IAD,0,2,13,delayed,27
RU,EWR,199,DCA,0,2,13,ontime,0
RU,EWR,199,DCA,0,2,13,ontime,0
RU,EWR,199,DCA,0,2,13,ontime,0
RU,EWR,199,DCA,0,2,13,ontime,0
RU,EWR,199,DCA,0,2,13,ontime,0
OH,JFK,184,BWI,0,3,14,ontime,45
DH,JFK,213,DCA,0,3,14,ontime,0
DH,LGA,229,IAD,0,3,14,ontime,0
DH,LGA,229,IAD,0,3,14,ontime,7
DH,LGA,229,IAD,0,3,14,ontime,0
DH,LGA,229,IAD,0,3,14,ontime,0
DH,LGA,229,IAD,0,3,14,ontime,0
DH,JFK,228,IAD,0,3,14,ontime,4
DH,JFK,228,IAD,0,3,14,ontime,3
DH,JFK,228,IAD,0,3,14,ontime,0
DH,JFK,228,IAD,0,3,14,ontime,0
DH,JFK,228,IAD,0,3,14,ontime,0
DH,JFK,228,IAD,0,3,14,ontime,0
DH,JFK,228,IAD,0,3,14,ontime,21
DL,JFK,213,DCA,0,3,14,ontime,0
DL,LGA,214,DCA,0,3,14,ontime,1
DL,LGA,214,DCA,0,3,14,ontime,0
DL,LGA,214,DCA,0,3,14,ontime,0
DL,LGA,214,DCA,0,3,14,ontime,0
DL,LGA,214,DCA,0,3,14,ontime,0
DL,LGA,214,DCA,0,3,14,delayed,2
DL,LGA,214,DCA,0,3,14,ontime,0
DL,LGA,214,DCA,0,3,14,ontime,0
DL,LGA,214,DCA,0,3,14,ontime,1
DL,LGA,214,DCA,0,3,14,delayed,0
DL,LGA,214,DCA,0,3,14,ontime,1
DL,LGA,214,DCA,0,3,14,ontime,0
DL,LGA,214,DCA,0,3,14,ontime,0
DL,LGA,214,DCA,0,3,14,delayed,0
DL,LGA,214,DCA,0,3,14,delayed,0
MQ,JFK,213,DCA,0,3,14,ontime,0
MQ,JFK,213,DCA,0,3,14,ontime,0
MQ,JFK,213,DCA,0,3,14,ontime,0
MQ,LGA,214,DCA,0,3,14,delayed,0
MQ,LGA,214,DCA,0,3,14,ontime,0
MQ,LGA,214,DCA,0,3,14,ontime,0
MQ,LGA,214,DCA,0,3,14,delayed,11
MQ,LGA,214,DCA,0,3,14,ontime,0
MQ,LGA,214,DCA,0,3,14,ontime,0
MQ,LGA,214,DCA,0,3,14,ontime,12
MQ,LGA,214,DCA,0,3,14,ontime,0
MQ,LGA,214,DCA,0,3,14,ontime,17
UA,LGA,229,IAD,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,1
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,ontime,0
US,LGA,214,DCA,0,3,14,delayed,0
US,LGA,214,DCA,0,3,14,ontime,0
RU,EWR,169,BWI,0,3,14,ontime,0
RU,EWR,169,BWI,0,3,14,ontime,0
RU,EWR,169,BWI,0,3,14,ontime,2
RU,EWR,169,BWI,0,3,14,ontime,5
CO,EWR,199,DCA,0,3,14,ontime,0
CO,EWR,199,DCA,0,3,14,ontime,15
CO,EWR,199,DCA,0,3,14,ontime,0
CO,EWR,199,DCA,0,3,14,delayed,15
DH,EWR,213,IAD,0,3,14,ontime,8
DH,EWR,213,IAD,0,3,14,ontime,0
DH,EWR,213,IAD,0,3,14,ontime,0
DH,EWR,213,IAD,0,3,14,delayed,210
DH,EWR,213,IAD,0,3,14,ontime,0
DH,EWR,213,IAD,0,3,14,delayed,72
RU,EWR,213,IAD,0,3,14,ontime,0
RU,EWR,213,IAD,0,3,14,ontime,3
RU,EWR,199,DCA,0,3,14,ontime,0
RU,EWR,199,DCA,0,3,14,ontime,0
RU,EWR,199,DCA,0,3,14,ontime,0
RU,EWR,213,IAD,0,3,14,ontime,0
RU,EWR,199,DCA,0,3,14,ontime,0
RU,EWR,213,IAD,0,3,14,ontime,0
RU,EWR,213,IAD,0,3,14,ontime,0
RU,EWR,199,DCA,0,3,14,ontime,0
RU,EWR,199,DCA,0,3,14,ontime,0
OH,JFK,184,BWI,0,4,15,ontime,0
DH,JFK,213,DCA,0,4,15,ontime,0
DH,LGA,229,IAD,0,4,15,ontime,65
DH,LGA,229,IAD,0,4,15,delayed,90
DH,LGA,229,IAD,0,4,15,delayed,13
DH,JFK,228,IAD,0,4,15,ontime,18
DH,JFK,228,IAD,0,4,15,ontime,0
DH,JFK,228,IAD,0,4,15,ontime,47
DH,JFK,228,IAD,0,4,15,ontime,0
DH,JFK,228,IAD,0,4,15,ontime,0
DH,JFK,228,IAD,0,4,15,ontime,18
DH,JFK,228,IAD,0,4,15,ontime,0
DL,JFK,213,DCA,0,4,15,ontime,46
DL,LGA,214,DCA,0,4,15,ontime,0
DL,LGA,214,DCA,0,4,15,delayed,0
DL,LGA,214,DCA,0,4,15,ontime,13
DL,LGA,214,DCA,0,4,15,ontime,0
DL,LGA,214,DCA,0,4,15,ontime,0
DL,LGA,214,DCA,0,4,15,ontime,0
DL,LGA,214,DCA,0,4,15,ontime,0
DL,LGA,214,DCA,0,4,15,ontime,0
DL,LGA,214,DCA,0,4,15,ontime,6
DL,LGA,214,DCA,0,4,15,ontime,1
DL,LGA,214,DCA,0,4,15,delayed,0
DL,LGA,214,DCA,0,4,15,delayed,0
MQ,JFK,213,DCA,0,4,15,ontime,0
MQ,JFK,213,DCA,0,4,15,ontime,0
MQ,JFK,213,DCA,0,4,15,ontime,4
MQ,LGA,214,DCA,0,4,15,delayed,0
MQ,LGA,214,DCA,0,4,15,ontime,0
MQ,LGA,214,DCA,0,4,15,delayed,41
MQ,LGA,214,DCA,0,4,15,ontime,0
MQ,LGA,214,DCA,0,4,15,ontime,19
MQ,LGA,214,DCA,0,4,15,delayed,43
MQ,LGA,214,DCA,0,4,15,delayed,58
MQ,LGA,214,DCA,0,4,15,delayed,112
UA,LGA,229,IAD,0,4,15,delayed,105
US,LGA,214,DCA,0,4,15,delayed,0
US,LGA,214,DCA,0,4,15,ontime,15
US,LGA,214,DCA,0,4,15,delayed,119
US,LGA,214,DCA,0,4,15,ontime,0
US,LGA,214,DCA,0,4,15,ontime,0
US,LGA,214,DCA,0,4,15,ontime,0
US,LGA,214,DCA,0,4,15,ontime,0
US,LGA,214,DCA,0,4,15,ontime,0
US,LGA,214,DCA,0,4,15,ontime,1
US,LGA,214,DCA,0,4,15,ontime,0
US,LGA,214,DCA,0,4,15,delayed,0
US,LGA,214,DCA,0,4,15,delayed,0
RU,EWR,169,BWI,0,4,15,ontime,0
RU,EWR,169,BWI,0,4,15,delayed,0
RU,EWR,169,BWI,0,4,15,delayed,91
CO,EWR,199,DCA,0,4,15,delayed,80
CO,EWR,199,DCA,0,4,15,delayed,51
CO,EWR,199,DCA,0,4,15,ontime,0
DH,EWR,213,IAD,0,4,15,ontime,0
DH,EWR,213,IAD,0,4,15,ontime,0
DH,EWR,213,IAD,0,4,15,ontime,0
DH,EWR,213,IAD,0,4,15,ontime,0
RU,EWR,199,DCA,0,4,15,ontime,0
RU,EWR,213,IAD,0,4,15,delayed,52
RU,EWR,213,IAD,0,4,15,delayed,0
RU,EWR,213,IAD,0,4,15,delayed,45
RU,EWR,199,DCA,0,4,15,ontime,16
RU,EWR,199,DCA,0,4,15,ontime,0
RU,EWR,213,IAD,0,4,15,ontime,4
RU,EWR,199,DCA,0,4,15,delayed,40
RU,EWR,199,DCA,0,4,15,delayed,56
RU,EWR,199,DCA,0,4,15,ontime,0
OH,JFK,184,BWI,0,5,16,ontime,0
DH,JFK,213,DCA,0,5,16,ontime,8
DH,LGA,229,IAD,0,5,16,delayed,90
DH,LGA,229,IAD,0,5,16,delayed,237
DH,LGA,229,IAD,0,5,16,ontime,0
DH,LGA,229,IAD,0,5,16,ontime,0
DH,JFK,228,IAD,0,5,16,ontime,0
DH,JFK,228,IAD,0,5,16,ontime,6
DH,JFK,228,IAD,0,5,16,ontime,0
DH,JFK,228,IAD,0,5,16,ontime,8
DH,JFK,228,IAD,0,5,16,ontime,0
DH,JFK,228,IAD,0,5,16,ontime,7
DH,JFK,228,IAD,0,5,16,ontime,0
DL,JFK,213,DCA,0,5,16,delayed,45
DL,LGA,214,DCA,0,5,16,ontime,0
DL,LGA,214,DCA,0,5,16,ontime,9
DL,LGA,214,DCA,0,5,16,delayed,0
DL,LGA,214,DCA,0,5,16,ontime,0
DL,LGA,214,DCA,0,5,16,delayed,10
DL,LGA,214,DCA,0,5,16,ontime,0
DL,LGA,214,DCA,0,5,16,ontime,0
DL,LGA,214,DCA,0,5,16,ontime,1
DL,LGA,214,DCA,0,5,16,ontime,0
DL,LGA,214,DCA,0,5,16,ontime,2
DL,LGA,214,DCA,0,5,16,ontime,0
DL,LGA,214,DCA,0,5,16,ontime,0
DL,LGA,214,DCA,0,5,16,ontime,0
DL,LGA,214,DCA,0,5,16,ontime,1
DL,LGA,214,DCA,0,5,16,ontime,0
MQ,JFK,213,DCA,0,5,16,ontime,0
MQ,JFK,213,DCA,0,5,16,ontime,0
MQ,JFK,213,DCA,0,5,16,delayed,189
